Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	F:\MS_data\CSF_Ringtrial\DIA\MS\RT_D_A_timsproDIA_R01.d	F:\MS_data\CSF_Ringtrial\DIA\MS\RT_D_A_timsproDIA_R02.d	F:\MS_data\CSF_Ringtrial\DIA\MS\RT_D_A_timsproDIA_R03.d	F:\MS_data\CSF_Ringtrial\DIA\MS\RT_D_A_timsproDIA_R04.d	F:\MS_data\CSF_Ringtrial\DIA\MS\RT_D_A_timsproDIA_R05.d	F:\MS_data\CSF_Ringtrial\DIA\MS\RT_D_A_timsproDIA_R06.d	F:\MS_data\CSF_Ringtrial\DIA\MS\RT_D_A_timsproDIA_R07.d	F:\MS_data\CSF_Ringtrial\DIA\MS\RT_D_A_timsproDIA_R08.d	F:\MS_data\CSF_Ringtrial\DIA\MS\RT_D_A_timsproDIA_R09.d
P05156	P05156	CFAI_HUMAN	CFI	Complement factor I	148253	147293	144143	141453	141459	137968	138524	137968	138117
P05160	P05160	F13B_HUMAN	F13B	Coagulation factor XIII B chain	20809	22658.4	21508.7	18408.3	20113.3	20457.2	21826.3	21573.4	25352
P05198	P05198	IF2A_HUMAN	EIF2S1	Eukaryotic translation initiation factor 2 subunit 1	1969.38	573.826	240.325	119.137					
P05362	P05362	ICAM1_HUMAN	ICAM1	Intercellular adhesion molecule 1	4232.96	5005.4	4725.17	5165.99	4841.55	5028.96	4796.9	5233.79	5839.72
P05408	P05408	7B2_HUMAN	SCG5	Neuroendocrine protein 7B2	186596	192163	184230	208461	187730	182425	186915	183592	215716
P05413	P05413	FABPH_HUMAN	FABP3	Fatty acid-binding protein, heart	7809.74	8126	9851.85	8710.01	7589.51	8592.71	7294.54	7594.38	9903.12
P05451	P48304;P05451	REG1A_HUMAN	REG1A	Lithostathine-1-alpha	2193.46	4547	3485.78	3831.07	3739.49	3158.7	5190.5	3566.2	1658.36
P05452	P05452	TETN_HUMAN	CLEC3B	Tetranectin	371052	337327	360631	351854	342647	334527	336047	349469	353784
P05543	P05543	THBG_HUMAN	SERPINA7	Thyroxine-binding globulin	95089.3	99142.4	91864.2	91793.9	91230.1	87666.1	89661.3	85837	100148
P05546	P05546	HEP2_HUMAN	SERPIND1	Heparin cofactor 2	160293	169608	170510	170579	166187	162110	164813	162514	157425
P05556	P05556	ITB1_HUMAN	ITGB1	Integrin beta-1	2388.18	2346.05	2098.17	2418.59	2614.67	2547.16	2540.1	2194.78	1312.94
P05783	P05783	K1C18_HUMAN	KRT18	Keratin, type I cytoskeletal 18	11646.3	3717.94	2232.37	1953.22	1432	1279.52	870.142		
P05787	P05787	K2C8_HUMAN	KRT8	Keratin, type II cytoskeletal 8	3080.37	1404.7	2879.61	3013.04					
P05787;P08670;P13647;Q8N1N4	O43790;P13647;P08670;Q14533;P78385;Q8N1N4;P12035;P78386;P04259;Q5XKE5;P14136;P05787;Q9NSB2;P08729;O95678;P48668;Q01546;P02538	K2C5_HUMAN;K2C78_HUMAN;K2C8_HUMAN;VIME_HUMAN	KRT5;KRT78;KRT8;VIM	Keratin, type II cytoskeletal 8	10592	7496.97	3188.42	7168.03	3548.1	5585.52	4331.05	15761.3	
P05787;P13647;P35908;Q7Z794	P13647;Q7Z794;P12035;P04259;Q5XKE5;P05787;Q9NSB2;P08729;O95678;P35908;Q3SY84;P48668;Q14CN4;Q86Y46;Q01546;Q7RTS7;P02538	K22E_HUMAN;K2C1B_HUMAN;K2C5_HUMAN;K2C8_HUMAN	KRT2;KRT5;KRT77;KRT8	Keratin, type II cytoskeletal 8	22456.2	16215.2	13282.8	18697.5	15452.9	13604.7	15818.3	11486.2	20293.6
P05937	P05937	CALB1_HUMAN	CALB1	Calbindin	8209.79	8318.67	7652.73	7628.12	8510.63	7694.67	7641.61	6792.05	6898.76
P05997	P05997	CO5A2_HUMAN	COL5A2	Collagen alpha-2(V) chain	915.235	839.725	1108.96	263.528	661.443	760.198	1180.21	754.641	1209.98
P06276	P06276	CHLE_HUMAN	BCHE	Cholinesterase	6525.82	5668.68	5829.1	7832.91	6809.22	5926.57	5994.67	6298.35	4710.97
P06280	P06280	AGAL_HUMAN	GLA	Alpha-galactosidase A	3161.64	3259.47	4161.13	3604.93	3832.7	3682.38	2991.02	3450.49	2744.4
P06307	P06307	CCKN_HUMAN	CCK	Cholecystokinin	4415.8	5658.44	7372.21	4057.43	6417.71	5178.46	3975.82	3544.16	4086.9
P06310	A0A075B6S6;P06310	KV230_HUMAN	IGKV2-30	Immunoglobulin kappa variable 2-30	5434.37	6313.41	6960.12	4386.86	8806.58	7094.99	4852.63	5054.25	2401.34
P06312	P06312	KV401_HUMAN	IGKV4-1	Immunoglobulin kappa variable 4-1	52954.2	60970	52609.9	62053.5	58860.1	63650.7	80338.7	89690.7	255534
P06396	P06396	GELS_HUMAN	GSN	Gelsolin	994969	972701	994898	977698	973325	1.00175e+06	1.00468e+06	1.03155e+06	1.02954e+06
P06576	P06576	ATPB_HUMAN	ATP5F1B	ATP synthase subunit beta, mitochondrial	6047.27	3586.63	4024.13	2281.12	2767.59	2619.44	3596.15	2619.5	2821.1
P06681	P06681	CO2_HUMAN	C2	Complement C2	165319	172615	169335	169126	169076	167153	170051	166681	155792
P06702	P06702	S10A9_HUMAN	S100A9	Protein S100-A9	684.385	535.279	823.293	840.272	570.401	669.137	727.657	769.546	865.21
P06727	P06727	APOA4_HUMAN	APOA4	Apolipoprotein A-IV	346750	356975	350532	347865	350501	350178	340044	346495	366594
P06732	P06732	KCRM_HUMAN	CKM	Creatine kinase M-type	2876.86	3038.86	3069.27	2345.02	4009.56	3166.51	4748.67	6642.25	4522.52
P06733	P06733	ENOA_HUMAN	ENO1	Alpha-enolase	21314.8	17962.1	17587.4	16993.4	16240.9	14656.1	16191.6	16623.9	20527.6
P06733;P09104	P13929;P09104;P06733	ENOA_HUMAN;ENOG_HUMAN	ENO1;ENO2	Alpha-enolase	46756	46538.7	44860.3	38862.8	36486.3	28227.7	32620.1	41853.9	32548.7
P06744	P06744	G6PI_HUMAN	GPI	Glucose-6-phosphate isomerase	13925	13900.9	14189.1	13517.7	13735	14385.1	13988	14988.2	14512
P06865	P06865	HEXA_HUMAN	HEXA	Beta-hexosaminidase subunit alpha	58168.9	57283.3	55931.2	56891.3	56273.2	53377.4	57344.9	59048.9	63627.9
P07093	P07093	GDN_HUMAN	SERPINE2	Glia-derived nexin	13409.1	11695.1	11858.7	10099.8	11966.9	11862.6	11514.2	11587.3	10949.4
P07108	P07108	ACBP_HUMAN	DBI	Acyl-CoA-binding protein	12844.3	14037.5	12854	14939.1	12895.6	14325.4	15431.7	14509.1	10528.7
P07195	P07195	LDHB_HUMAN	LDHB	L-lactate dehydrogenase B chain	134607	128771	130887	136705	129375	126146	135904	125988	113212
P07196	P07196	NFL_HUMAN	NEFL	Neurofilament light polypeptide	1489.11	2408.21	2772.71	3048.76	2785.94	2217.56	1016.32	3485.52	1243.79
P07197	P07197	NFM_HUMAN	NEFM	Neurofilament medium polypeptide	6261.19	11855.2	11610.2	9591.79	12040.9	13386.6	5565.96	13316.6	2598.49
P07225	P07225	PROS_HUMAN	PROS1	Vitamin K-dependent protein S	132648	133632	136838	129209	135561	131914	130467	139923	138009
P07237	P07237	PDIA1_HUMAN	P4HB	Protein disulfide-isomerase	5799.86	4845.96	6123.66	5222.97	5053.81	5791.31	5306.95	5193.14	5081.97
P07311	P07311	ACYP1_HUMAN	ACYP1	Acylphosphatase-1	10416	13216.8	13967.7	13165.9	13817.4	12722.5	12641	13188.9	11015.8
P07333	P07333	CSF1R_HUMAN	CSF1R	Macrophage colony-stimulating factor 1 receptor	141560	138513	131852	143065	124658	143003	145197	131828	132716
P07339	P07339	CATD_HUMAN	CTSD	Cathepsin D	304732	297683	289766	282388	293223	295035	293097	283853	312788
P07355	P07355;A6NMY6	ANXA2_HUMAN	ANXA2	Annexin A2	3911.38	3965.7	4069.06	4036.57	3392.7	4273.78	2249.78	3768.58	4865.07
P07357	P07357	CO8A_HUMAN	C8A	Complement component C8 alpha chain	118741	125399	121031	121951	121056	115276	112249	103487	87829.9
P07358	P07358	CO8B_HUMAN	C8B	Complement component C8 beta chain	44911.1	45147.5	44237.3	46751.5	44576.7	45330.3	44899.9	45430.2	41427.6
P07360	P07360	CO8G_HUMAN	C8G	Complement component C8 gamma chain	50479.5	48791.3	49789.6	52984	49064.9	48016.7	50477.5	50848.5	50970
P07384	P07384	CAN1_HUMAN	CAPN1	Calpain-1 catalytic subunit	474.815	657.974	738.752	541.454	841.486	1081.38	908.753	601.329	777.416
P07437	P07437	TBB5_HUMAN	TUBB	Tubulin beta chain	4188.29	3242.58	3340.93	3197.69	3885.91	4248.07	3221.12	3718.18	4478.79
P07451	P07451	CAH3_HUMAN	CA3	Carbonic anhydrase 3	2479.05	1917.89	3833.57	2285.44	3181.43	2532.32	2022.66	2180.53	2618.26
P07477	P07477	TRY1_HUMAN	PRSS1	Trypsin-1	2693.15	2090.54	1465	1746.18	2111.62	650.799	1650.46	2020.15	2617.47
P07585	P07585	PGS2_HUMAN	DCN	Decorin	76537.9	69071.7	68207.9	65416	65052.8	62704	68753.4	68035	68078.6
P07585;P21810	P21810;P07585	PGS1_HUMAN;PGS2_HUMAN	BGN;DCN	Decorin	19205.7	12124.7	26008.1	1593.67	25082.6	18998.8	20300.9		
P07602	P07602	SAP_HUMAN	PSAP	Prosaposin	785628	795496	787808	757540	786724	741673	713289	711603	759161
P07686	P07686	HEXB_HUMAN	HEXB	Beta-hexosaminidase subunit beta	28376.2	24742.8	26608	27142.6	27878.4	27720.5	27731.2	28993.1	31988.4
P07711	P07711	CATL1_HUMAN	CTSL	Procathepsin L	56249.5	64044.7	61621.1	62151.5	48977.1	55998.1	54761.1	57695.6	51727.9
P07737	P07737	PROF1_HUMAN	PFN1	Profilin-1	18190.7	18913.5	18920.2	17663.5	18896.8	19587.9	19432.9	17078.5	20155.9
P07738	P07738	PMGE_HUMAN	BPGM	Bisphosphoglycerate mutase	7019.06	6518.57	6726.84	6234.04	6294.99	6096.61	6648.86	7754.6	5503.13
P07858	P07858	CATB_HUMAN	CTSB	Cathepsin B	52241.2	52912.1	53461.3	51329.7	49913.8	51900	52677.2	50887.3	48879.1
P07900	P07900	HS90A_HUMAN	HSP90AA1	Heat shock protein HSP 90-alpha	14009.5	11808.1	12926.5	11717.8	11651.9	11367.6	9658.14	9620.25	8369.76
P07900;P08238	P08238;Q14568;Q58FF8;P07900	HS90A_HUMAN;HS90B_HUMAN	HSP90AA1;HSP90AB1	Heat shock protein HSP 90-alpha	5483.27	5497.59	3995.72	4257.55	4537.92	3840.51	2968.92	4856.73	4222.02
P07910	P0DMR1;P07910;B2RXH8;B7ZW38;O60812	HNRPC_HUMAN	HNRNPC	Heterogeneous nuclear ribonucleoproteins C1/C2	2174.94	973.373	201.311		2392.08		2350.57		
P07942	P07942	LAMB1_HUMAN	LAMB1	Laminin subunit beta-1	19684.2	20685	20364.1	21039.5	20828.5	21375.8	19574.6	18619.8	17711.2
P07954	P07954	FUMH_HUMAN	FH	Fumarate hydratase, mitochondrial	1748.25	866.519	575.043	604.299	569.27	407.337			
P07996	P07996	TSP1_HUMAN	THBS1	Thrombospondin-1	13287	12686.8	12515.9	10870	11365.3	12654.6	13405.7	12921.3	12357.5
P07996;P35442	P35442;P07996	TSP1_HUMAN;TSP2_HUMAN	THBS1;THBS2	Thrombospondin-1	7131.5	7601.31	7449.25	7592.76	7158.36	6360.98	7310.24	7908.28	8453.95
P07998	P07998	RNAS1_HUMAN	RNASE1	Ribonuclease pancreatic	966547	983604	998687	987198	1.01876e+06	1.09341e+06	981374	1.04613e+06	956651
P08123	P08123	CO1A2_HUMAN	COL1A2	Collagen alpha-2(I) chain	37312.2	33778.4	35005.9	36468.1	35777.8	32610.1	36339.1	33874.4	50138.4
P08134;P61586	P61586;P08134	RHOA_HUMAN;RHOC_HUMAN	RHOA;RHOC	Rho-related GTP-binding protein RhoC	967.725	910.142	441.738	1123.28	699.52		1098.57	1170.03	341.454
P08138	P08138	TNR16_HUMAN	NGFR	Tumor necrosis factor receptor superfamily member 16	9274.51	8388.1	8941.7	9089.84	7729.32	9094.73	5792.15	7742.75	7913.13
P08174	P08174	DAF_HUMAN	CD55	Complement decay-accelerating factor	32696.2	33399.8	28564.4	28807.3	32498.4	28109	29328.7	28737.8	36295.8
P08185	P08185	CBG_HUMAN	SERPINA6	Corticosteroid-binding globulin	248129	254180	260728	250834	248410	240163	239045	230448	249742
P08195	P08195	4F2_HUMAN	SLC3A2	4F2 cell-surface antigen heavy chain	13117.6	14659.5	14965.6	14454.1	15312.3	15772.3	15086.6	15706.1	12622.4
P08238	P08238	HS90B_HUMAN	HSP90AB1	Heat shock protein HSP 90-beta	1527.45	1160.49	707.71	494.879	915.936	504.228	951.303	926.547	664.593
P08238;P14625	P08238;P14625	ENPL_HUMAN;HS90B_HUMAN	HSP90AB1;HSP90B1	Heat shock protein HSP 90-beta	2481.39	2782.74	2734.85	2945.76	3572.98	3071.73	3431.96	4628.09	4067.24
P08253	P08253	MMP2_HUMAN	MMP2	72 kDa type IV collagenase	81499.4	81863.3	75793.3	75712.7	77913	75746.3	76701.8	76268.8	83424.5
P08294	P08294	SODE_HUMAN	SOD3	Extracellular superoxide dismutase [Cu-Zn]	76148	79538.5	79673.3	74160.1	78574	70818.5	70982.6	71142.6	80583.4
P08476	P08476	INHBA_HUMAN	INHBA	Inhibin beta A chain	1221.81	873.366	1209.44	866.994	781.277	1507.52	1129.79	1542.38	1872.69
P08493	P08493	MGP_HUMAN	MGP	Matrix Gla protein	26608.8	25758.8	24275.4	20821.9	24273.4	21102.8	19866.3	21626.5	45475.1
P08519	P08519	APOA_HUMAN	LPA	Apolipoprotein(a)	4157.46	3966.9	3956.14	3514.35	3242.91	3978.94	3731.62	3657.57	3653.23
P08571	P08571	CD14_HUMAN	CD14	Monocyte differentiation antigen CD14	348236	334129	336102	364567	349285	347862	365759	370200	365220
P08572	P08572	CO4A2_HUMAN	COL4A2	Collagen alpha-2(IV) chain	10025.3	11237.8	9363.61	10681.5	10133.1	8768.91	9076.26	8396.8	9208.23
P08575	P08575	PTPRC_HUMAN	PTPRC	Receptor-type tyrosine-protein phosphatase C	2113.41	3161.5	2433.96	3766.69	2329.22	2693.47	2770.61	3702.92	2259.99
P08581	P08581	MET_HUMAN	MET	Hepatocyte growth factor receptor	4295.07	5731.16	3652.28	4484.73	3229.13	4670.26	5307.59	4956.7	4206.47
P08582	P08582	TRFM_HUMAN	MELTF	Melanotransferrin	4612.76	4114.25	4849.68	5137.7	5168.28	4701.78	5520.4	4849.29	4338.29
P08603	P08603	CFAH_HUMAN	CFH	Complement factor H	569411	568038	552869	548735	550377	552003	547964	550447	581545
P08603;P36980;Q03591	Q03591;P36980;P08603	CFAH_HUMAN;FHR1_HUMAN;FHR2_HUMAN	CFH;CFHR1;CFHR2	Complement factor H	12608	11288.4	15549.9	13710.5	10467.4	8343.29	10395.4	6197.97	124052
P08603;Q03591	Q03591;P08603	CFAH_HUMAN;FHR1_HUMAN	CFH;CFHR1	Complement factor H	192666	197122	186632	160769	174381	180065	151672	156997	545413
P08637	P08637	FCG3A_HUMAN	FCGR3A	Low affinity immunoglobulin gamma Fc region receptor III-A	49858.3	49969.5	43819.9	47435.3	48957.9	51491.3	44958.8	49518.8	66576.8
P08670	P08670	VIME_HUMAN	VIM	Vimentin	5778	4962.22	5723.59	4986.19	5345.87	5089.87	5282.58	5458.39	5590.14
P08697	P08697	A2AP_HUMAN	SERPINF2	Alpha-2-antiplasmin	176770	183660	180561	180859	175613	181768	176443	182084	164289
P08709	P08709	FA7_HUMAN	F7	Coagulation factor VII	2136.56	1307.65	1246.78	1555.89	1427.13	1306.82	992.385	1082.37	1268.78
P08758	P08758	ANXA5_HUMAN	ANXA5	Annexin A5	9057.92	9525.33	10441.4	10856.5	8047.26	9277.01	9141.39	8671.34	8319.89
P08833	P08833	IBP1_HUMAN	IGFBP1	Insulin-like growth factor-binding protein 1	1052.37	1032.2	548.665	1216.38	909.591	1019.74	1377.35	1736.93	845.723
P08887	P08887	IL6RA_HUMAN	IL6R	Interleukin-6 receptor subunit alpha	5076.97	4871.2	5371.91	6270.09	5642.73	4915.41	4924.23	5864.09	4899.56
P09104	P09104	ENOG_HUMAN	ENO2	Gamma-enolase	18749.2	18427.8	18354.1	19330.6	20094.5	19260.6	18500.4	18519.7	17655.3
P09172	P09172	DOPO_HUMAN	DBH	Dopamine beta-hydroxylase	3119.21	3800.75	3462.15	3433.56	3620.94	4113.26	3736.45	2956.35	3215.12
P09211	P09211	GSTP1_HUMAN	GSTP1	Glutathione S-transferase P	24324.7	24286.3	24301	24100.1	22808.6	22764.4	23321.9	25499.2	22985.1
P09382	P09382	LEG1_HUMAN	LGALS1	Galectin-1	9072.5	7275.43	7020.72	7546.65	7707.32	7276.07	8542.57	8721.75	6824.04
P09417	P09417	DHPR_HUMAN	QDPR	Dihydropteridine reductase	13984.9	13779.7	11969.2	14549.8	14496.6	13874.9	13351.1	13663.6	15709.6
P09455	P09455	RET1_HUMAN	RBP1	Retinol-binding protein 1	546.104	877.376	544.331	915.284	943.533	446.142	408.655	921.336	892.156
P09467	P09467	F16P1_HUMAN	FBP1	Fructose-1,6-bisphosphatase 1	1538.25	1917.53	1608.75	1419.91	1406.17	1569.46	2541.55	1771.85	1410.21
P09486	P09486	SPRC_HUMAN	SPARC	SPARC	319903	327073	325671	328281	337671	356814	337263	356025	376770
P09543	P09543	CN37_HUMAN	CNP	2',3'-cyclic-nucleotide 3'-phosphodiesterase	1462.4	1002.11	1200.1		2326.12	1138.67	1788.17		957.755
P09603	P09603	CSF1_HUMAN	CSF1	Macrophage colony-stimulating factor 1	79802.7	78551.3	75571.8	79179.4	77563.7	79419.6	80636.7	76322.8	84029.5
P09619	P09619	PGFRB_HUMAN	PDGFRB	Platelet-derived growth factor receptor beta	9246.95	11775.5	10637.6	9774.83	10666	10770.5	11851.9	10619.4	8086.31
P09622	P09622	DLDH_HUMAN	DLD	Dihydrolipoyl dehydrogenase, mitochondrial	15833.6	15472.3	16492.3	16988.3	17229.5	15075	16602.3	15766.9	14888.9
P09651	P09651;A0A2R8Y4L2	ROA1_HUMAN	HNRNPA1	Heterogeneous nuclear ribonucleoprotein A1	669.142			301.569					
P09668	P09668	CATH_HUMAN	CTSH	Pro-cathepsin H	35602.8	34504.7	36889.5	38249.2	35919.7	34440.3	38091.8	34680.5	36830.6
P09871	P09871	C1S_HUMAN	C1S	Complement C1s subcomponent	226973	225274	220523	221025	220723	220277	213304	215468	204280
P09936	P09936	UCHL1_HUMAN	UCHL1	Ubiquitin carboxyl-terminal hydrolase isozyme L1	15530.1	14121	14391.7	13674.1	13693.2	11618.7	15336	12139.3	15330.2
P09958	P09958	FURIN_HUMAN	FURIN	Furin	2191.85	1691.93	2842.23	1859.98	2284.06	2487.04	2797.68	2039.07	2355.8
P09960	P09960	LKHA4_HUMAN	LTA4H	Leukotriene A-4 hydrolase	6185.88	5036.77	5148.58	4707.35	5673.18	7906.91	6902.53	6132.53	6041.09
P09972	P09972	ALDOC_HUMAN	ALDOC	Fructose-bisphosphate aldolase C	81528.4	77612.5	81977.4	83056.1	83505	77456.1	82995.3	83703.4	82280.8
P0C0L4	P0C0L4	CO4A_HUMAN	C4A	Complement C4-A	91070.1	91267.9	90711.3	91964.5	93223.5	88502.3	91751.9	93226.9	93588.4
P0C0L4;P0C0L5	P0C0L4;P0C0L5	CO4A_HUMAN;CO4B_HUMAN	C4A;C4B_2	Complement C4-A	1.19954e+06	1.17287e+06	1.16382e+06	1.16785e+06	1.17027e+06	1.15906e+06	1.17729e+06	1.16188e+06	1.25416e+06
P0C0L5	P0C0L5	CO4B_HUMAN	C4B_2	Complement C4-B	63733.8	63694.6	59457.3	60719.1	59506.1	67160	63389	64025.1	61487.3
P0C6S8	P0C6S8	LIGO3_HUMAN	LINGO3	Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 3	3648.17	3106.19	2956.63	3083.58	3607.22	4258.24	3887.59	3165.33	2567.1
P0C7U0	P0C7U0	ELFN1_HUMAN	ELFN1	Protein ELFN1	899.337	1065.39	1376.06	1342.13	1265.44	1254.77	757.84	1427.2	1025.8
P0CG47;P0CG48;P62979;P62987	A0A2R8Y422;P0CG47;P62979;P0CG48;P62987	RL40_HUMAN;RS27A_HUMAN;UBB_HUMAN;UBC_HUMAN	RPS27A;UBA52;UBB;UBC	Polyubiquitin-B	30854.2	31166.3	33155.8	36067.3	32837.6	34346.7	33588.3	28420.3	39884.8
P0DJI9	P0DJI8;P0DJI9	SAA2_HUMAN	SAA2	Serum amyloid A-2 protein	4695.16	3860.41	4205.55	6553.53	7364.61	4812.52	5374.15	4661.64	7275.21
P0DMV8;P0DMV9	P0DMV9;P0DMV8	HS71A_HUMAN;HS71B_HUMAN	HSPA1A;HSPA1B	Heat shock 70 kDa protein 1A	3240.77	3952.99	3035.01	3333.29	3341.92	3241.85	3779.87	3477.6	2133.58
P0DOY3	P0DOY3;P0DOY2	IGLC3_HUMAN	IGLC3	Immunoglobulin lambda constant 3	4887.52	4134.31		5935.4		4064.43	4886.45	3271.92	1884.77
P0DP01	P0DP01	HV108_HUMAN	IGHV1-8	Immunoglobulin heavy variable 1-8	4771.08	5266.92	6397.84	3510.57	3648.84	4019.72	3975.83	5102.78	5207.12
P0DP23;P0DP24;P0DP25	P0DP23;P0DP24;P0DP25	CALM1_HUMAN;CALM2_HUMAN;CALM3_HUMAN	CALM1;CALM2;CALM3	Calmodulin-1	4186.25	6271.76	4075.28	5218.52	2583.37	6022.04	4146.33	4457.37	6585.41
P0DP58	P0DP58	LYNX1_HUMAN	LYNX1	Ly-6/neurotoxin-like protein 1	181077	184887	193840	189103	187861	184594	162283	150664	188127
P0DPK3;P0DPK4;Q7Z3S9	P0DPK3;A0A096LNW5;P0DPK4;Q7Z3S9	NT2NA_HUMAN;NT2NB_HUMAN;NT2NC_HUMAN	NOTCH2NLA;NOTCH2NLB;NOTCH2NLC	Notch homolog 2 N-terminal-like protein B	3101.24	3523.69	3441.11	3585.31	3252.3	3534.85	3438.78	3872.2	2547.08
P0DTE1	P0DTE1	HV383_HUMAN	IGHV3-38-3	Probable non-functional immunoglobulin heavy variable 3-38-3	25927.4	26464.7	26795	26158.1	25042.1	26340.9	29193.9	27414.1	23484.7
P10124	P10124	SRGN_HUMAN	SRGN	Serglycin	15136.3	15010.2	14598.7	14855.1	15786.2	15350.7	16157.7	16735	16242.1
P10147;P55773;Q16663	P10147;Q16663;P55773	CCL15_HUMAN;CCL23_HUMAN;CCL3_HUMAN	CCL15;CCL23;CCL3	C-C motif chemokine 3		14747.9	15279.9			16027.5	14928.8	15072.3	17554.3
P10153	P10153	RNAS2_HUMAN	RNASE2	Non-secretory ribonuclease	27019.9	23091	22697.3	26909	27011.3	20031	23825	21120.6	19085
P10253	P10253	LYAG_HUMAN	GAA	Lysosomal alpha-glucosidase	13514.3	13183.2	13720.3	13064.4	11575.5	12350.5	14193.6	12996	12518.5
P10321	P10321	HLAC_HUMAN	HLA-C	HLA class I histocompatibility antigen, C alpha chain	6149.09	6685.11	6103.26	4913.65	6552.5	4903.64	4957.93	6116.23	5802.6
P10451	P10451	OSTP_HUMAN	SPP1	Osteopontin	185330	189166	182544	181457	186385	181958	180182	182721	207780
P10586	P10586	PTPRF_HUMAN	PTPRF	Receptor-type tyrosine-protein phosphatase F	20287.3	20465	20279.4	20681.7	20855.6	18859.1	20134.5	19259.3	20532
P10586;P23468	P10586;P23468	PTPRD_HUMAN;PTPRF_HUMAN	PTPRD;PTPRF	Receptor-type tyrosine-protein phosphatase F	9144.16	10492.7	7662.41	9223	7409.9	7459.4	3985.29	3670.6	6175.58
P10599	P10599	THIO_HUMAN	TXN	Thioredoxin	26189.9	22448.1	21961.1	20597.7	18449.4	22417.1	19177.7	19565.2	24662.8
P10619	P10619	PPGB_HUMAN	CTSA	Lysosomal protective protein	4613.76	4934.39	7157.45	5526.35	6005.85	5721.57	5757.57	5580.63	4530.37
P10636	P10636	TAU_HUMAN	MAPT	Microtubule-associated protein tau	2640.15	2684.5	2370.56	2730.67	2190.1	1988.6	2237.83	2048.23	1835.08
P10643	P10643	CO7_HUMAN	C7	Complement component C7	224732	234893	238192	234646	240795	238541	226649	230931	234011
P10644	P10644	KAP0_HUMAN	PRKAR1A	cAMP-dependent protein kinase type I-alpha regulatory subunit	1225.26	1317.65	1126.23	1030.58	1098.11	801.754	671.855	923.811	1292.39
P10645	P10645	CMGA_HUMAN	CHGA	Chromogranin-A	604477	556361	569222	551591	520643	540093	546890	560656	549242
P10646	P10646	TFPI1_HUMAN	TFPI	Tissue factor pathway inhibitor	1166.5	1236.72	696.369	1187.06	789.574	1492.61	1323.09	1490.62	1006.51
P10721	P10721	KIT_HUMAN	KIT	Mast/stem cell growth factor receptor Kit	21453.2	21258.5	23415.9	22574.1	23359.2	17766.1	21767.4	21955.2	16261.1
P10745	P10745	RET3_HUMAN	RBP3	Retinol-binding protein 3	3569.11	4547.88	4048.08	3865.44	4096.31	3953.6	3785.87	3081.06	2311.66
P10768	P10768	ESTD_HUMAN	ESD	S-formylglutathione hydrolase	3298.34	3010.12	2388.59	3383.24	2608.61	3006.18	2767.98	3224.8	2528.77
P10809	P10809	CH60_HUMAN	HSPD1	60 kDa heat shock protein, mitochondrial	3975.57	2187.58	2601.2	1835.31	1911.22	1910.41	1879.45	1713.96	1793.42
P10909	P10909	CLUS_HUMAN	CLU	Clusterin	583102	598400	585286	584992	594379	576596	567353	547924	596244
P11021	P11021	BIP_HUMAN	HSPA5	Endoplasmic reticulum chaperone BiP	25001.8	25785.1	24042.5	24278.7	25085.9	24031.8	23675.2	23629.3	23414.2
P11021;P11142	P11021;P34931;P0DMV9;P11142;P54652;P0DMV8	BIP_HUMAN;HSP7C_HUMAN	HSPA5;HSPA8	Endoplasmic reticulum chaperone BiP	28510.7	26571.9	30691.7	25860	27004.1	25426.7	26667.4	25492	24821.7
P11047	P11047	LAMC1_HUMAN	LAMC1	Laminin subunit gamma-1	23413.3	23225.3	24173.3	24426	23784.8	22834.4	23368.2	23873.4	23014.9
P11117	P11117	PPAL_HUMAN	ACP2	Lysosomal acid phosphatase	82152.6	92141.3	83782.4	92945.2	74724.4	85631.4	84192.6	79965.6	62514
P11142	P11142	HSP7C_HUMAN	HSPA8	Heat shock cognate 71 kDa protein	28875.5	24184.6	23368.6	22917.5	20226.6	16419.6	19246.4	24506.9	23451.7
P11279	P11279	LAMP1_HUMAN	LAMP1	Lysosome-associated membrane glycoprotein 1	18686.4	17314.3	17913.1	15829.3	17368.7	11110.2	16346.6	15511.6	7755.62
P11362	P11362	FGFR1_HUMAN	FGFR1	Fibroblast growth factor receptor 1	98609.3	99769.6	96923.2	98352.3	99305.4	99814.4	100293	106161	99048.4
P11597	P11597	CETP_HUMAN	CETP	Cholesteryl ester transfer protein	3803.43	5039.33	5266.29	4318.74	4719.85	6478.39	4089.34	4005.01	2600.67
P11717	P11717	MPRI_HUMAN	IGF2R	Cation-independent mannose-6-phosphate receptor	6036.94	5784.91	6064.66	6702.86	6177.81	5786.73	6871.08	6189.51	5700.79
P12036	P12036	NFH_HUMAN	NEFH	Neurofilament heavy polypeptide	2633.95	2705.92	2244.28	2198.79	3108.43	5164.58	2042.81	1053.61	432.903
P12107	P12107	COBA1_HUMAN	COL11A1	Collagen alpha-1(XI) chain	2841.72	1606.59	2310.57	1670.91	1778.81	1967.93	3541.07	2178.61	1550.04
P12109	P12109	CO6A1_HUMAN	COL6A1	Collagen alpha-1(VI) chain	130396	129875	130119	131194	130991	132747	131751	122815	127854
